"Africa","Egypt","CityNet Host Data Center Egypt","http://www.citynethost.com/","http://mirror.citynethost.com/centos/","",""
"Africa","South Africa","Internet Solutions","http://www.is.co.za/","http://ftp.is.co.za/mirror/centos/","ftp://ftp.is.co.za/mirror/centos/","rsync://ftp.is.co.za/mirror/centos/"
"Africa","South Africa","JSDAAV ZA Telecoms (Pty) Ltd","http://www.jsdaav.com/","http://dl.za.jsdaav.net/mirror/CentOS/","ftp://dl.za.jsdaav.net/mirror/CentOS/","rsync://dl.za.jsdaav.net/mirror/CentOS/"
"Africa","South Africa","Telkom SA","http://www.telkom.co.za","http://www.ftp.saix.net/pub/linux/distributions/centos/","ftp://ftp.saix.net/pub/linux/distributions/centos/",""
"Africa","South Africa ","University of the Free State","http://www.ufs.ac.za/","http://mirror.ufs.ac.za/centos/","ftp://mirror.ufs.ac.za/os/linux/distros/centos/","rsync://mirror.ufs.ac.za/centos/"
"Africa","Tanzania","Aptus Solutions","http://www.aptus.co.tz/","http://mirror.aptus.co.tz/pub/centos/","",""
"Africa","Uganda","Uganda Christian University","http://www.ucu.ac.ug/","http://mirror.ucu.ac.ug/centos/","",""
"Asia","Bangladesh","dhakaCom Limited","http://www.dhakacom.com/","http://mirror.dhakacom.com/centos/","ftp://mirror.dhakacom.com/centos/",""
"Asia","Bangladesh","IS Pros Ltd.","http://www.ispros.com.bd/","http://mirrors.ispros.com.bd/centos/","ftp://mirrors.ispros.com.bd/centos/","rsync://mirrors.ispros.com.bd/CentOS/"
"Asia","China","Beijing Institute of Technology","http://www.bit.edu.cn/","http://mirror.bit.edu.cn/centos/","",""
"Asia","China","Beijing Teletron Telecom Engineering","http://www.btte.com.cn","http://mirrors.btte.net/centos/","",""
"Asia","China","CDS China","http://www.yun-idc.com/","http://mirrors.yun-idc.com/centos/","ftp://mirrors.yun-idc.com/centos/","rsync://mirrors.yun-idc.com/centos/"
"Asia","China","Dalian Neusoft University of Information","http://www.neusoft.edu.cn/","http://mirrors.neusoft.edu.cn/centos/","ftp://mirrors.neusoft.edu.cn/centos/",""
"Asia","China","esocc","http://www.esocc.com/","http://mirror.esocc.com/centos/","",""
"Asia","China","Grand Cloud","http://www.grandcloud.cn/","http://mirrors.grandcloud.cn/centos/","",""
"Asia","China","Huazhong University of Science and Technology","http://www.hust.edu.cn/","http://mirrors.hust.edu.cn/centos/","","rsync://mirrors.hust.edu.cn/centos/"
"Asia","China","NetEase","http://www.163.com/","http://mirrors.163.com/centos/","",""
"Asia","China","Northeastern University, Shenyang Liaoni","http://www.neu.edu.cn/","http://mirror.neu.edu.cn/centos/","",""
"Asia","China","Qiming College of Huazhong University of Science and Technology","","http://mirrors.hustunique.com/centos/","","rsync://mirrors.hustunique.com/centos/"
"Asia","China","Sohu Inc, Beijing P.R. China","http://www.sohu.com/","http://mirrors.sohu.com/centos/","",""
"Asia","China","Star Studio of UESTC","http://www.uestc.edu.cn/","http://mirrors.stuhome.net/centos/","ftp://mirrors.stuhome.net/centos/",""
"Asia","China","Tsinghua University","http://www.tsinghua.edu.cn/","http://mirrors.tuna.tsinghua.edu.cn/centos/","",""
"Asia","China","University of Science and Tech of China","http://www.ustc.edu.cn/","http://centos.ustc.edu.cn/centos/","",""
"Asia","China - Hong Kong","Asia Web Services Ltd.","http://www.vpshosting.com.hk","http://mirror.vpshosting.com.hk/pub/linux/centos/","ftp://mirror.vpshosting.com.hk/pub/linux/centos/",""
"Asia","Hong Kong","01LINK NETWORK SERVICES LIMITED","http://www.01link.net/","http://centos.01link.hk/","ftp://centos.01link.hk/","rsync://centos.01link.hk/centos/"
"Asia","Hong Kong","CommuniLink Internet Limited","http://www.communilink.net/","http://centos.communilink.net/","ftp://centos.communilink.net/centos/",""
"Asia","Hong Kong","i-System Technology Limited","http://www.uhost.hk/","http://centos.uhost.hk/","ftp://centos.uhost.hk/centos/",""
"Asia","Hong Kong","SunnyVision Limited","http://www.sunnyvision.com/","http://mirror.sunnyvision.com/centos/","",""
"Asia","Hong Kong","The Chinese University of Hong Kong","http://www.cuhk.edu.hk/","http://ftp.cuhk.edu.hk/pub/Linux/centos/","ftp://ftp.cuhk.edu.hk/pub/Linux/centos/",""
"Asia","Hong Kong","UDomain Web Hosting Company Ltd.","http://www.udomain.com.hk/","http://repo.cloudhosting.com.hk/centos/","ftp://repo.cloudhosting.com.hk/pub/centos/",""
"Asia","India","AOL Online India Pvt. Ltd.","http://corp.aol.in/","http://centos.aol.in/","",""
"Asia","India","Cyber Futuristics India Pvt Ltd - Go4hos","http://www.go4hosting.com/","http://centosmirror.go4hosting.in/centos/","ftp://centosmirror.go4hosting.in/","rsync://centosmirror.go4hosting.in/centos/"
"Asia","India","Excell Media Pvt. Ltd.","http://www.excellmedia.net/","http://centos.excellmedia.net/","",""
"Asia","India","Indian Institute of Technology, Madras","http://www.iitm.ac.in","http://ftp.iitm.ac.in/centos/","ftp://ftp.iitm.ac.in/centos/","rsync://ftp.iitm.ac.in/centos/"
"Asia","India","LeapSwitch Networks","http://www.leapswitch.com/","http://mirror.leapswitch.com/centos/","",""
"Asia","India","National Brain Research Centre","http://nbrc.ac.in/","http://mirror.nbrc.ac.in/centos/","",""
"Asia","Indonesia","Biznet Networks","http://www.biznetnetworks.com/","http://centos.biz.net.id/","","rsync://centos.biz.net.id/centos/"
"Asia","Indonesia","JR Webhost","http://www.jr-webhost.net/","http://centos.jr-webhost.net/","",""
"Asia","Indonesia","Kelompok Linux Arek Surabaya (KLAS)/PT Rahajasa Media Internet (RADNET)","","http://buaya.klas.or.id/centos/","ftp://buaya.klas.or.id/centos/",""
"Asia","Indonesia","Smart Media Pratama, PT.","http://smartmedia.net.id/","http://mirror.smartmedia.net.id/centos/","ftp://mirror.smartmedia.net.id/centos/",""
"Asia","Japan","FAIRWAY Corporation","http://www.fairway-corp.co.jp/","http://mirror.fairway.ne.jp/centos/","ftp://mirror.fairway.ne.jp/centos/",""
"Asia","Japan","Internet Initiative Japan Inc.","http://www.iij.ad.jp/","http://ftp.iij.ad.jp/pub/linux/centos/","ftp://ftp.iij.ad.jp/pub/linux/centos/","rsync://ftp.iij.ad.jp/centos/"
"Asia","Japan","JAIST","http://www.jaist.ac.jp/","http://ftp.jaist.ac.jp/pub/Linux/CentOS/","ftp://ftp.jaist.ac.jp/pub/Linux/CentOS/","rsync://ftp.jaist.ac.jp/pub/Linux/CentOS/"
"Asia","Japan","KDDI R&D Laboratories Inc.","http://www.kddilabs.jp/english/index.html","http://www.ftp.ne.jp/Linux/packages/CentOS/","ftp://ftp.kddilabs.jp/Linux/packages/CentOS/","rsync://rsync.kddilabs.jp/centos/"
"Asia","Japan","NARA Inst of Science and Technology","http://www.naist.jp/","http://ftp.nara.wide.ad.jp/pub/Linux/centos/","ftp://ftp.nara.wide.ad.jp/pub/Linux/centos/","rsync://ftp.nara.wide.ad.jp/centos"
"Asia","Japan","RIKEN Research Institute","http://www.riken.jp/","http://ftp.riken.jp/Linux/centos/","ftp://ftp.riken.jp/Linux/centos/","rsync://ftp.riken.jp/centos/"
"Asia","Japan","WIDEProject Tsukuba NOC","","http://ftp.tsukuba.wide.ad.jp/Linux/centos/","",""
"Asia","Kazakhstan","Neolabs LLP","http://neolabs.kz","http://mirror.neolabs.kz/centos/","ftp://mirror.neolabs.kz/centos/","rsync://mirror.neolabs.kz/centos/"
"Asia","Korea","AoneNetworks Co.,Ltd.","http://www.nicehosting.co.kr","http://data.nicehosting.co.kr/os/CentOS/","",""
"Asia","Korea","CDNetworks Co., Ltd.","http://www.cdnetworks.com/","http://centos.mirror.cdnetworks.com/","ftp://centos.mirror.cdnetworks.com/centos/",""
"Asia","Korea","NeowizGames corp.","http://www.pmang.com/","http://ftp.neowiz.com/centos/","ftp://ftp.neowiz.com/centos/","rsync://ftp.neowiz.com::centos"
"Asia","Korea","TODAY&TOMORROW CO., LTD.","http://tt.co.kr/gate/main.php","http://centos.tt.co.kr/","",""
"Asia","Malaysia","Hostemo Technology Sdn Bhd","http://www.hostemo.com/","http://mirrors.hostemo.com/CentOS/","",""
"Asia","Malaysia","IP ServerOne Solutions Sdn Bhd","http://www.ipserverone.com/","http://centos.ipserverone.com/centos/","",""
"Asia","Malaysia","OSCC MAMPU","http://www.oscc.org.my/","http://mirror.oscc.org.my/centos/","",""
"Asia","Malaysia","Sultan Idris Education University","http://www.upsi.edu.my/","http://mirror.upsi.edu.my/centos/","",""
"Asia","Malaysia","Universiti Teknologi Malaysia","http://www.utm.my/","http://ossm.utm.my/centos/","","rsync://ossm.utm.my/centos/"
"Asia","Mongolia","Mongolian National Data Center","http://www.ndc.gov.mn/","http://mirror.ndc.mn/centos/","",""
"Asia","Mongolia","National University of Mongolia","http://www.num.edu.mn/","http://centos.num.edu.mn/","ftp://centos.num.edu.mn/",""
"Asia","Pakistan","Cyber Internet Services","http://www.cyber.net.pk/","http://stingray.cyber.net.pk/pub/centos/","ftp://stingray.cyber.net.pk/centos/","rsync://stingray.cyber.net.pk/centos/"
"Asia","Pakistan","MAGSNET LIMITED","http://www.magsnet.net/","http://centos-mirror.magsnet.net/centos/","",""
"Asia","Philippines","DOST-ASTI and PREGI.NET","http://www.asti.dost.gov.ph/","http://mirror.pregi.net/pub/Linux/CentOS/","ftp://mirror.pregi.net/pub/Linux/CentOS/",""
"Asia","Singapore","National University of Singapore","http://www.comp.nus.edu.sg/","http://mirror.nus.edu.sg/centos/","ftp://mirror.nus.edu.sg/pub/centos/",""
"Asia","South Korea","Premist","http://premi.st/","http://mirror.premi.st/centos/","",""
"Asia","Sri Lanka","Lanka Education and Research Network","http://www.learn.ac.lk/","http://mirror.learn.ac.lk/centos/","ftp://mirror.learn.ac.lk/pub/centos/","rsync://mirror.learn.ac.lk/centos/"
"Asia","Taiwan","CCI, Providence University","http://www.cci.pu.edu.tw/","http://ftp.cs.pu.edu.tw/Linux/CentOS/","ftp://ftp.cs.pu.edu.tw/Linux/CentOS/",""
